,Date,user_id,comments,cleaned_comments
2502,"June  4, 2015 12:38PM",graphicguy,"I dunno....the last few Camrys I've been in, I've been underwhelmed with the fit an finish. Granted, these were rentals. But still, Camrys used to be known for their fit, finish, build robustness, as well as their efficiency. The last couple I've been in....squeaks, rattles, cheap feeling controls, etc. Very ""un""-Toyota like.  FN....just think of the fun you would have had if the Challenger you rented had a ""Hemi"".",fun ive dodge rentals think ratacuraes still untoyota fit feeling finish robustness build etc controls dunnothe insqueaks couple efficiency known like well cheap fnjust used would last underwhelmed rented toyota hemi granted
2503,"June  4, 2015  1:45PM",flightnurse," OR the speeding tickets....  On the subject of Camry's, I have only rented two in the 5 yrs I was a road warrior, one was a fully loaded XLE V6, it had every bell and whistle that could be had in 2011, it was a nice car, drive well, but not that re-memorable. Ever since the runaway issue a couple of years ago, Camry sales have been down and I don't think Toyota has recovered from that.",sales rememorable xle runaway think dont two yrs performanceing performance 2011 years bell ago issue whisacurae could couple recovered road ever one nice since subject loaded every warrior 5 well drive car tickets rented toyota fully
2504,"June  4, 2015  3:41PM",andres3,"I don't know, the 90+ year old neighbor I have that gets a new car every 3 or 4 years has replaced his old Buick's with a Hyundai Azera, Sonata Hybrid, and now a Camry Hybrid, in that order.",order 4 maintenanced dont gets know 90 years old hyundai hybrid neighbor year every buick car 3 new toyota
2505,"June  5, 2015 11:30AM",graphicguy," Come to think of it, I can't remember when I was last in a Toyota showroom.....and I shop cars a lot.",lot showcomfortand come rememercedeser shop cant think last toyota cars
2506,"June  5, 2015  5:24PM",billyperks4,  We tend to upgrade-Mazda- Acura- BMW- what's my next upgrade? only time will tell.,upgrademazda tell acura tend time bmw upgrade whcadillac next
2507,"June  5, 2015 11:18PM",andys120,"I have nothing against Camrys but when a friend of mine said they were ""great cars"", I felt compelled to correct him saying, ""good cars yes, but hardly great ones"". I told him there was a reason why the USA was the only major market (including Japan IIRC) where the Camry was at or near the top in sales.  Now Toyota is running ads proclaiming the ""Bold, New Camry"". Since doesn't look particularly new and has no outstanding performance characteristics I think they're making a mistake. These claims have little credibility and even worse, they are aimed at the wrong market since I think Camry shoppers would prefer safe, sturdy and reliable to bold or new.",correct safety litacurae market think shoppers saying told near great wrong characteristics running sales hardly reason yes making doesnt mine promercedesiming performance japan major credibility even good new friend toyota sturdy bold prefer look theyre said top outstanding including aimed mercedesims since worse iirc ones would ads felt performance cars particularly nothing compelled mistake usa
2508,"June  5, 2015 11:32PM",andres3,"I think the Camry is also quiet and comfy, or at least should be. Camry buyers wouldn't mind a Lexus like interior either.",think wouldnt least either comfort quiet lexus like also comfy mind buyers toyota
2509,"June  6, 2015  2:12PM",benjaminh,"Midsize entry-level lux sales in May:  3/4series 12,868 +17.9%  Cclass 7,413 +40.3%  ES 5,553 -11.6%  TLX 4,352  IS 4,345 +2.5%  LaCrosse 3,954 -15.5%  Q50 3,423 +16.5%  MKZ 3,296 -11.3%  A4 2,785 -10.8%  ATS 2,353 -5.8%  Q40 1,164 -31.3%",sales 116 3423 es cmercedesss 7413 entrylevel 12868 2353 2785 108 179 infiniti audi0 58 may lux 313 1164 audi 155 4345 5553 midsize 165 113 25 403 acurax buick 4352 3954 34series cadillac 3296 lincoln
2510,"June  6, 2015  4:03PM",flightnurse," I would be bet there are more people who look at cars as an appliance then there are auto enthusiasts and for those who want an appliance, the Camry is a great car.. But Buick as well as Chevy are building some damn nice Appliances too, One of my last cars I rented when I was on the road was a Chrysler 200c, granted the auto mag's gave it luke warm review, it is a step in the right direction.",chryslerc bet people appliance want damn look cars appliances warm review mags gave auto road building one nice great well granted luke direction buick step chevrolet car would enthusiasts last right rented toyota
2511,"June  6, 2015  4:24PM",stickguy,Poor Cadillac.,cadillac poor
2512,"June  6, 2015  5:00PM",Mr_Shiftright,ATS still getting hammered for some reason. Q40 needs an update.,still infiniti update needs geaudiing reason cadillac hammered
2513,"May 28, 2015  4:58PM",billyperks4,Looks like a previous generation A4- yaaawn.,yaaawn audi like previous looks generation
2514,"May 28, 2015  5:12PM",qbrozen," I thought I read they intended to coexist with Fiat dealers. And I'm going to take a guess about your next point, which I think is a good one: If you want to be priced at and considered the same as BMW/Mercedes/Lexus, you'd better have your own dealerships.",going point want thought think im priced fiat intended coexist dealers bmwmercedeslexus beaudier take youd one next read guess considered dealerships good
2515,"May 28, 2015  6:16PM",dino001,"Looking at Alfa websites, they already have dealers there. Those in my area are same as Fiat, which are part of multibrand franchises. So all it will do is add another nameplate and probably a separate showroom (perhaps not immediately).",showcomfort part probably websites looking another nameplate immediately fiat already add alfaromeo dealers multibrand separate area franchises perhaps
2516,"May 28, 2015  7:26PM",thebean,The Fiat dealer close to me (McKinney TX) already has an Alfa sign on the building below the Fiat sign.  Should be above it but maybe they are waiting until some actual Alfa's show up.,show mckinney tx actual sign alfaromvolkswagen fiat already alfaromeo waiting building maybe close dealer
2517,"May 28, 2015  8:58PM",robr2,"There is only one Alfa dealer in MA and it's owned by Herb Chambers that has about 60 total locations. The address of the Alfa dealership is across the street from the Fiat store. He has a Maserati store about 30 miles away in a hoity toity suburb.  It will be interesting to see what happens south of Boston. One the ""automile"", Central has the Dodge, Jeep, Ram, Chrysler, Fiat stores. Boch has the Ferrari and Maserati stores a mile away.",30 toity address south 60 interesting see dodge dealership automile happens mile miles stores fiat herb alfaromeo central total chrysler jeep boch locations one store chamercedesers ferrari suburb dealer across street away owned boston maserati hoity
2518,"May 29, 2015  1:53AM",sweendogy,Wayland is a ht town? Go east young man.   If alfa makes a move and can sell cars both herb and Ernie will expand,ht sell makes man wayland cars young herb alfaromeo go move east expand ernie town
2519,"May 29, 2015 11:48AM",robr2,"You don't think Wayland is hoity toity? Yes, it's the poorest of the three W's - Weston, Wellesley, Wayland but it's still top 10 in state income.  Ernie got Maserati because he had Ferrari. Central got Fiat because it has the other Chrysler brands. If Alfa will reward Fiat dealers with Alfa, then Central should get the store. As for Kelly, he has the north shore Fiat and Herb has the north shore Chrysler/Dodge/Ram. Herb got Fiat in metro west/Worcester because he has the Chrysler/Dodge/Ram there and thus he got Alfa.  IMHO, many automakers are leery of Chambers as they feel he has too much power in such a small area. MB brought in a dealer group from Cleveland for the new MB location in my town - about 1/2 mile from the Chambers Audi/Porsche location. Chambers through his attorney has accused the planning board of impropriety in their approval of the MB store and has stated that the planning board is being too hard on Chambers' parking lot expansion at the Audi/Porsche store. The planning board is simply trying to ensure safety at that location. IIRC, that location did not finish the original project as approved. A building that was to be renovated was ""accidentally"" demolished. No U Turn signs have mysteriously disappeared a few times. Asbestos at the expansion was disposed of improperly and the contractor has been fined.",hard think demolished dont u feel brands asaspirationos times imho dealer simply town location chryslerdodgedodge signs yes many still poorest thus much herb 10 approval alfaromeo project small trying building fined accused mercedes new renovated maserati 12 safetyty hoity mysteriously stated ws weston approved westworcester contractor planning improperly finish mile top accidencomforty wellesley chrysler audiporsche parking store three board metro iirc expansion aconsolerney reward impropriety get leery ernie kelly shore toity state automakers brought group performance got original fiat income dealers central lot disposed turn north chamercedesers ensure ferrari cleveland area disappeared wayland
2520,"May 29, 2015  4:53PM",flightnurse,"The ordering guide and prices for the LCI (life Cycle Impluse aka a refresh) has been publish SOP (start of Production) is 06-2015.. Some interesting things.. On all 3 series Sport Suspension is now standard, LED lights are now standard. But have a look for yourself. http://www.bimmerfest.com/forums/showthread.php?t=846460",062015 interesting performance guide ordering performance lights look impluse lci life led refresh prices standard production aka sop start haudipwwwbimmerfestcomforumsshowthreadpperformancet846460 bmw cycle publish things
2521,"May 29, 2015  5:33PM",dino001,"Sport suspension IS NOT standard, read again. 328/335 has standard current Sport Line aesthetic elements and seats. You can get previous standard seats on 328/340 by getting premium package and luxury line (which is no cost) To get M-sport suspension (2VF adaptive or 704 regular), you need M-sport package or track package. However, they did say they have ""newly tuned"" the suspension and steering. If that delivers, it may be OK in standard form.  They still had to monkey with option configurations - up to now, whole ""Line"" thing was a mess. Can get this, but not that, etc. It's simplified and more available, BUT now you will be able get black with red stitching (which I love) only with regular suspension. ""Sporty red stitching"", which was the hallmark of the Sport Line is mutually exclusive with sport suspension elements, because it's not available with those M-sport packages. This is nuts.  They increased the price for 340, but the equipment offsets are more than sufficient, so overall value is better than current year. Actually, it's much better. However, there are also couple of slight of hands on 328 to make you believe you get more, but you don't. Premium package no longer has leather, but its price for 328 stays close to this year, because they swapped it for LED lights. 340 has all premium pack equipment standard, so that is not an issue. Leather is no a stand alone handsome $1450 option. I predict it will result in much more fake stuff showing in the dealers' inventories than this year. Now you could get leather as stand alone or as premium package, which was a frequent option. Once it's remove, it will probably be going to be first thing to go, for price conscious customers and ordering managers. BMW went essentially Mercedes way. I hate that.  So if you want 335, you better wait for 340, because it's going to be a better deal overall (unless you get some awesome discount to offset that difference). However, for 328 I see not much value added, just more shuffling to make you believe you're getting more. Good example is that leather vs. LED in premium package. The former has stable pricing in terms of supply, but they will be paying less and less for the LEDs (rapid development of new products pushes supply prices down in that segment), but keeping the profit for themselves.  The whole red stitching thing vs. sport suspension is just my personal disappointment, but not end of the world.",stand handsome fake aesthetic comfort hate inventories performance dont leds youre comfort available development stable bmw340 offset hallmark added previous difference ok alone adaptive say prices could tuned nuts bmwbmw longer premium stays secadillac showing paying able sufficient 1450 equipment form going track value supply performance see geaudiing exclusive lights deal still much stuff however led 340 need black disappointment increased former cost line went standard couple packages pack close overall bmw regular mercedes good terms new performancey love awesome believe customers vs profit newly predict want whole ordering elements less managers make swapped pushes may mess mutually first rapid slight keeping personal year read steering delivers get conscious price 704 end result remove simplified mperformance offsets example essentially actually way pricing probably wait package etc world option issue dealers current go shuffling red beaudier unless configurations products also thing hands segment 2vf stitching frequent discount monkey
2522,"May 29, 2015  5:57PM",carnaught,"BMW has to upgrade their interiors, especially the dash, IMHO, as Mercedes interiors are now light-years ahead.",imho comforts lightyears bmw ahead mercedes upgrade especially console
2523,"May 29, 2015  6:10PM",dino001,"Agreed. Not only Mercedes - Audi, Acura, Lexus. Pretty much everybody is ahead. However, to be fair, upgrade different inlays make big differences on the interiors. However, the instrument cluster is still a 1980s.",instrument comforts big fair much make still however inlays agreed acura ahead cluster lexus audi differences upgrade 1980s preaudiy different mercedes everybody
2524,"May 29, 2015  9:07PM",markcincinnati,"dino001 - I would disagree with ONE of your ""is ahead"" selections, and that would be the Acura. The Acura interior, while probably able to be applauded for its tech still seems to show its Honda-ness too much. In fact, the Acura and Infiniti interiors, today, just seem a lot cheaper looking than those from Audi and Mercedes. The slow-but-steady improvements in BMW's interiors since 2010 or 2011 certainly bears noting; but today the two Germans I noted certainly seem to offer best in class interiors.  When my wife and I test drove a Macan recently (to get a sense of just how much Audi SQ5 it retained), we both felt the Porsche interior was somewhat more upscale than the Audi's. I don't know if all Porsche interiors come off feeling that ""high end"" or not -- and it may not even matter since the cars are not typically cross shopped. Friend of our just got a 2016 A6 Prestige -- I'd say its interior does have some WOW factor.  I must say, though, I am not a fan of anybody's implementation of the ""pop-up"" screen. Looks after market to me.",germans dino001 id market dont wife disagree sense feeling looking typically hondaness comfort say cheaper ahead selections applauded able noted high fan upscale seem prestige know still much certainly mercedesss recenacuray 2010 tech audi test must even macan bmw offer popup mercedes friend screen show anybodys two come 2011 may though today bears wow since saudi would somewhat get retained seems end shopped 2016 slowbutsteady comforts drove maaudier implementation probably aspiration felt cars fact infiniti got cross porsche lot acura factor one looks improvements noting
2525,"May 29, 2015  9:15PM",andres3,"I think the 2011 or 2012 and older Mercedes C-Class had a more Honda-like interior than Acura. Granted, it improved in either 2012 or 2013, but before that, yuck!",cmercedesss 2012 improved think hondalike yuck 2011 either comfort acura older mercedes 2013 granted
2526,"May 29, 2015  9:54PM",sweendogy,"@robr2 very interesting take on the dealership 3/4 headed monster. The Audi dealership in Burlington is amazing place - they offer ice cream all year long and charge only 350(?) for an oil change. Herb has done a great job spamming my morning commute with radio and billboard ads. He has ""smart pricing"" on his used cars which is only smart for him and not the said customers. Will say this his service departments are good but you pay for it. ",commute interesting monster done billboard pricing dealership cream cars spamming change amazing smart place said maintenance headed job say herb pay long console 34 take audi 350 departments great year burlinpontiacn robsubaru used ice charge offer oil good ads morning customers
2527,"May 29, 2015 11:10PM",roadburner,The Louisville Fiat dealer has an Alfa sign up as well.,sign dealer louisville fiat well alfaromeo
2528,"May 30, 2015 12:54AM",flightnurse," Dino you are wrong....  The Sport line is now standard with the old sport line suspension as well as seats, in fact for $700 you can get the old DHP (Dynamic Handling Package) but the Variable Steering can be had on the standard Sport package, but can be had with the Track Package.  IF people do not want the Sport seats, then they just order the Luxury line which is a no cost options that comes with the old standard seats. dino001 said:  They still had to monkey with option configurations - up to now, whole ""Line"" thing was a mess. Can get this, but not that, etc. It's simplified and more available, BUT now you will be able get black with red stitching (which I love) only with regular suspension. ""Sporty red stitching"", which was the hallmark of the Sport Line is mutually exclusive with sport suspension elements, because it's not available with those M-sport packages. This is nuts.  They increased the price for 340, but the equipment offsets are more than sufficient, so overall value is better than current year. Actually, it's much better. However, there are also couple of slight of hands on 328 to make you believe you get more, but you don't. Premium package no longer has leather, but its price for 328 stays close to this year, because they swapped it for LED lights. 340 has all premium pack equipment standard, so that is not an issue. Leather is no a stand alone handsome $1450 option. I predict it will result in much more fake stuff showing in the dealers' inventories than this year. Now you could get leather as stand alone or as premium package, which was a frequent option. Once it's remove, it will probably be going to be first thing to go, for price conscious customers and ordering managers. BMW went essentially Mercedes way. I hate that.  So if you want 335, you better wait for 340, because it's going to be a better deal overall (unless you get some awesome discount to offset that difference). However, for 328 I see not much value added, just more shuffling to make you believe you're getting more. Good example is that leather vs. LED in premium package. The former has stable pricing in terms of supply, but they will be paying less and less for the LEDs (rapid development of new products pushes supply prices down in that segment), but keeping the profit for themselves.  The whole red stitching thing vs. sport suspension is just my personal disappointment, but not end of the world. The 340i is the real winner, I agree, you get a car wtih more standard features for less money then the 2015 335i.",stand bmwi dino001 handsome fake 2015 people comfort hate inventories performance dont leds youre comfort available development stable offset hallmark added difference alone prices old could nuts longer variable premium stays secadillac showing wrong paying 700 real able sufficient 1450 equipment going track value money supply performance see exclusive lights geaudiing deal wtih still much stuff however led 340 black disappointment features increased former cost line went standard couple packages pack close overall bmw regular mercedes good terms new performancey love awesome believe customers vs profit order want predict whole ordering winner elements less managers make swapped pushes said mess mutually first rapid slight keeping personal agree well year steering performance get conscious price end result remove options simplified mperformance offsets example essentially actually way pricing probably wait fact package etc world option dperformance issue dealers current dino go shuffling red beaudier unless configurations dynamic products also thing hands segment car stitching comes frequent discount monkey
2529,"May 30, 2015 12:55AM",flightnurse,Here is the ordering guide to show you Dino (and I highlighted) that the sport suspension is standard.,standard performance guide show ordering highlighted performance dino
2530,"May 30, 2015  1:32AM",dino001,"There are three types of suspensions: standard, M-sport (704) available on ""i"" models with both ZMP and and ZTR and adaptive M-sport (2VF) available on ""i"" and ""x"" models with same packages. S-line is standard, indeed, but it was changed to not include 704, just like it didn't on ""x"" models. I stand by my statement. The standard suspension will be retuned to be more sporty, but that's not sport suspension.",stand mperformance indeed performance changed performance x available include statement zmp adaptive sline didnt standard packages brands like three performances 2vf ztr thcadillac performancey 704 retuned types
2531,"May 30, 2015  1:48AM",stickguy,"man, BMW has gone off the rails with this stuff. between having about 20 different models, and these endless (and convoluted) option configurations, it could take a math PhD with a cray all day to figure out what to order!",order man phd cray stuff rails option endless could math brands 20 take configurations convoluted gone bmw different day figure
2532,"May 30, 2015  4:06AM",roadburner,No word yet on whether the LCI F3x 3ers will need a new battery at every Oil Service...,f3x every baaudiery bmw oil word whether need new yet maintenance lci
2533,"May 30, 2015  1:42PM",markcincinnati,"Just curious, what with the discussion about BMW's ""endless"" combination of options, etc: How many folks [here] buy/lease cars ""in-stock"" vs ordering and waiting? In my experience, the only person -- besides me -- I know who ""always"" orders her German cars is my wife.  In fact, our Audi dealer says that AoA's creation for the US market of Premium, Premium Plus and Prestige was created to ""simplify"" car buying (for who, the dealers? the customers?), by bundling options into groups that mirror what customers want.  This argument always confuses me since these option groupings seem to pop up somehow -- who is it that participated in a focus group that allowed the marketing folks to put ""this"" on Premium versions and ""that"" on Prestige, and so forth?  In any case, this BMW approach of offering endless combinations and permutations would seem to be car ordering people's dream come true -- but then I recall I really don't know anyone who regularly and frequently orders their new Audi, BMW or Mercedes. Moreover, the dealers' inventories continue to swell, which also would seem to discourage ordereing.  The question is posed: do more than 50% of ""us"" who participate in posting here actually order their new ELLPS cars, or do we get ""close enough for jazz"" and buy off the lot?",comercedesinations somehow plus market inventories dont ford wife forth posed comercedesination premium creation 50 folks dealer discourage versions groups swell frequenacuray seem really continue prestige curious many know true created marketing endless buylease bundling audi close person bmw buying mercedes new simplify discussion offering recall vs customers german order approach confuses want ordering come honda groupings orders case always us besides participated anyone since would get options mirror argument posting actually aoas cars buy fact nissanion etc instock group regularly option dealers lot waiting put pop experience allowed says dream ordereing participate permutations also enough peoples moreover car ellps
2534,"May 30, 2015  2:44PM",roadburner,"I sometimes ordered my new BMWs(and once needed my salesperson to go to the mat with Munich when BMW wanted an ""optional"" sunroof to become mandatory), but the crux oof my complaint is that BMW still bundles some options. It's fine to offer packages that combine popular options at a perceived ""savings,"" but I wish that BMW would take a page out of Mini's playbook and make every option available individually. I suppose it's a moot point for me; after 32 years of continuous ownership(not to mention years of service in BMW CCA at both the chapter and national level) I've almost totally lost interest in the marque- I recently sold one of my BMWs and will likely cull at least one more from the fleet.",point ive fine optional available salesperson maintenance national take almost crux every savings fleet minis still cca least bmwand recenacuray sometimes moot packages cull marque mention 32 mandatory complaint chapter perceived bmw offer page new make years popular wanted aspiration likely ordered continuous would comercedesine oof options individually styling mat munich ownershipnot option suppose go tocomforty interest playbook become one sold level needed bundles lost
2535,"May 30, 2015  3:11PM",graphicguy,"Funny thing...I've heard people complain when they don't have enouhg options to craft a new car with the exact options they want, and others who complain about having too many options. Can't win if you're the manufcturer, it seems.  I don't know how BMW justifies all the options, as the cost for having such a laundry list of different possible configurations costs in parts inventory, admistrative overhead, and manufacturing complexity.  But, you pay for all of that flexibiity.",options enouhg people want cant manufacturing dont youre many know win costs inventory laundry complain parts admistrative cost possible pay funny craft configurations heard overhead manufcturer thingive complexusty flexusbiity car bmw different justifies new seems others exact list
2536,"May 30, 2015  4:29PM",robr2," No doubt, Herb has great business. I bought two Hondas from him and felt the pricing was fair. As the biggest dealer in the Boston area, it's natural for him to be the biggest advertiser. At least he's not pretending to be working in the service department like Ernie Boch. I've looked at some used cars from Herb with smart pricing and checked over at Real World Trade In Values and the numbers are pretty much on target. The service at Honda is reasonable for basic things.  The MB dealership just up the street from Audi Burlington is an even more amazing place. The manicure bar is complimentary and all the sales associates are trained to properly prepare the Ospina coffee. They jumped through hoops in order to please the town in terms of trucks exiting the property and building design and are hosting town events at the dealership - next week is a high school art exhibit and reception. IIRC, total investment in the building was $15 million and they started up with over 100 MB's on opening day.  Bernie Moreno from Cleveland is the owner - he used to work for Chambers before going to Ohio. My understanding is that Chambers is upset about MBUSA for giving Moreno - or anyone else - the location. That's why his lawyer is making noise and veiled threats at the town.",mercedesusa 100 ive started working fair week smart maintenance moreno veiled reasonable million work great natural values hoops basic next dealer real trained day art bought high town 15 location else sales going trade upset dealership making ospina much least bar owner advertiser herb boch audi building biggest burlinpontiacn even opening street associates mercedes complimentary terms boston investment understanding threcadillac please reception prepare order ohio two numercedesers amazing exiting place honda coffee noise design school anyone iirc used preaudiy properly ernie checked hosting giving doubt things business jumped lawyer pricing felt cars world mercedess target exhibit department looked total pretending events property bernie like chamercedesers cleveland area manicure thcadillac trucks hes
2537,"May 30, 2015  5:07PM",flightnurse," No that is only on the 550i... I sort of laugh at the guys who beat their chest about owning one, then come to find out that the N63 engine has major problems, that can run up to 10K to fix (but BMW has stepped up and covered the cost with a retro fix.) Now the dealer has been replacing the battery in them too at each service.. This is why I believe the 535d is the best choice in the 5 series line up..",sort aspiration performance owning come find 10k run covered maintenance cost stepped fix baaudiery problems line n63 choice guys one chest major laugh replacing 5 beat dealer bmw series retro believe
2538,"May 30, 2015  5:10PM",qbrozen,"I'm all for packaging options, as long as it makes sense. I really don't want to deal with all individual options, especially on the used car market.  I actually think Honda has historically done a good job. DX, LX, EX, EX-L. Then just add Nav and/or RES. Of course, that wouldn't work with all the crazy things you can get on a luxo car. What Caddy did with the V Sport is definitely not the right way to go, though. 2 versions: Base or Luxury: $10k difference! But if you are the type of person that insists on a moonroof, then you have to pony up $10k to get it. That's just ridiculous.  The thing that REALLY bugs me is when they force you to get certain packages you might not want to get one that you do or lose other things you like. For example, when pricing a Macan, I found if you want the 14-way power seat, you HAVE to pay an additional $525 for the heated seats option (so why not just add that into the price of the 14-way seat to begin with?!) AND you lose the alacantra inserts, which I would very much prefer.",res force comfort market think performance dont im sense historically luxo ridiculous difference heated long bugs work secadillac lose moonroof inserts versions type ex really 14way deal much 10k base pay dx crazy packages alacantra especially 525 person macan good right cadillac insists prefer done want makes might honda job add chrysler though hyundai definitely used would get price things options example certain actually wouldnt course way pricing comfort performance found additional option go andor individual one begin like thing car 2 console thcadillac packaging v
2539,"May 30, 2015  5:15PM",flightnurse," I ordered my E46, didn't on my 320i, we are ordering Ricks GT, as well as my next BMW. BMW last year 2014, did 22K European Delivery's at the Welt last year (this includes people from around the world, not just in the US.) that number is up from the previous year. BMW BMW does more European Delivery then MB and Audi. Of course BMW dealers really don't push this, as they too want instead sales, as well as the SA... But it appears more and more people are doing it. markcincinnati said:   In fact, our Audi dealer says that AoA's creation for the US market of Premium, Premium Plus and Prestige was created to ""simplify"" car buying (for who, the dealers? the customers?), by bundling options into groups that mirror what customers want.  Audi's parent company is VW, and VW doesn't have many options on their cars either.. I like the fact that you can order pretty much what you want in a BMW",bmwi ricks people plus market dont ford either previous premium creation next dealer push appears groups european around sales really includes sa prestige many much doesnt created didnt bundling audi bmw welt buying mercedes 22k last simplify customers order company want ordering said ordered us instead well year deliverys preaudiy options mirror aoas course cars fact world numercedeser 2014 dealers delivery says like parent markcincinnati car volkswagen
2540,"May 30, 2015  5:44PM",flightnurse," I have been told that Porsche really is flexible when it comes to ordering from them, just because the website does not allow it doesn't mean you can't get it your way. The same with BMW, just have to ask.",really cant ordering way mean allow doesnt porsche told ask flexusble website bmw get comes
2541,"May 30, 2015  5:53PM",dino001," It's all relative. In their home world they have more then twice of engine choices, with option numbers just mind-boggling. American price sheet for the 3-series is three or four pages, the one in Europe is a 30 page booklet. So, in fact, American ordering is very simplified when compared with other markets. It's of course reflected in the pricing. I also know they run a system with dealers in full control of the ordering options within allocations, as opposed to many other manufacturers, who often push their choice of options on dealers. This of course means that people like me, who have taste outside of the ""mainstream"" are still at mercy of Joe, the dealer's ordering manager, but at least they allow to order anything that's on the list.",people within mindboggling system taste markets twice push manufacturers list american europe know many still performance least 3series allocations compared mainstream page sheet anything full order ordering numercedesers allow run often booklet control four three choices joe pages outside price 30 relative simplified options manager course pricing fact world home option dealers opposed choice one like also mercy reflected thcadillac means
2542,"May 30, 2015  6:39PM",graphicguy," Moreno openec up the most st recent Mercedes dealer in the Cincinnati area (actually, it's in Northern KY, just across the bridge from Cincinnati, over the Ohio River).  The two oldest Mercedes dealers in the Cincinnati area are owned by the same principal. And, he could learn a thing or two from Moreno.  If my wife ever decides to buy a Mercedes,which she might, it will be from Moreno's dealership,,which is the furthest from where we live and further away than the other two Mercedes dealers.",mercedeswhich actually might live ohio two wife buy river furthest recent bridge dealers st could moreno dealershipwhich principal ky decides northern openec ever thing area oldest morenos dealer across mercedes away owned learn cincinnati
2543,"May 19, 2015  5:51PM",flightnurse," Being one of those sportbikers, spent many a sunday going up and down Palomar, there are two side, S7 (East side) which is the longer of the two roads and S6 which is the tight side (also called the south side) S6 dumps onto Hiway 76.  When the San Diego BMW car club would go up Palomar we did on Sat, when there are no sportbikes.",going south dumps side roads performancebikes two tight many 76 s7 sunday palomar hiway go sat longer east audi performancebikers club one san also bmw diego car would spent called onto
2544,"May 19, 2015  6:09PM",markcincinnati,"Experience with this?  I'm closing in on new tires for my 2014 S4 (18"" wheels). I live where we have moderate winters -- typically very few snow days, and when we do, they last a day. I have no interest in taking my car to any track event. I am also, typically, not interested in swapping from summer only to winter tires and back.  We all think we're great drivers, no doubt. I drive on the Interstate Highway system here in SW OH, which is to say it is full of pot-holes and every spring the new pot hole crop becomes evident. It is like driving a freakin' obstacle course. Having said that, I do drive once weekly between Cincinnati and Columbus (200 miles round trip). Much of the trip the ambient speed is 80+, some of the trip is 90+.  I have H rated ""Grand Touring"" tires on the car -- OEM's. They have been OK.  My thought is to replace these tires with the Continental ExtremeContact DWS 06's. My wife's 2014 SQ5 has the ""last gen"" DWS's -- and they have been very good.  I'm thinking there is some evidence that the DWS 06's are an improved in every way version of the DWS's. There is little info I can find about the tires, although TireRack does seem generally to approve of them.  These tires are UHP's and will be W rated. Their lifespan should be quite good, if the DWS (prev model) is any indication.  Are the tires quiet? Do they improve turn in? Are they rounder than most? Etc?  If you have any personal experience with these on your ELLPS or LPS cars, I would be interested in your comments.  Thanks.",columercedesus round driving winter improved litacurae think safety summer im closing 90 swapping typically ok say system interested taking winters potholes freakin event comments indication safetyrack info great every crop styling amercedesient generally day lifespan although brand 200 approve track lps drivers seem thought back much highway audi becomes weekly trip drive 80 good new last spring thinking moderate cincinnati full snow touring uperformances dwss obstacle extremecontact sw rated evident said 06s hole quiet version personal prev saudi continental gen maintenance would pot doubt 18 interstate performance days oh way course live cars dws etc rounder thanks find 2014 miles grand interest quite turn experience evidence like also oems improve wifes car h ellps w
2545,"May 19, 2015  7:17PM",andres3,"I really REALLY liked the Extreme Contact DW's, which were fine until I tracked them. Then they chunked even with the lightweight A3. Absent track days, they should be killer. Do you really need the S in DWS if only for a few days? I think you should just drive extra EXTRA carefully on those rare snow days, and enjoy the other 360 days a year a notch better!!!  Also, the Michelin Pilot Super Sports can't be overlooked if you agree with my logic above.",extreme track really rare snow days super cant think fine logic dws enjoy need honda chunked absent lightweight 360 beaudier audi extra overlooked agree contact carefully year notch also even performances drive killer tracked michelin liked
2546,"May 19, 2015  7:41PM",roadburner,"I have had extremely good luck with the Cooper Zeon RS3-A as the year-round tire on the X3 and as the ""winter"" tire on my MS3. That said, I haven't heard anything negative about the Contis. I'd also give the Michelin Pilot Sport A/S 3 a good hard look.",hard winter zeon id performance look havent safety said honda luck maudi heard also cooper audia bmw extremely yearround give 3 good michelin negative contis anything
